preco,tipo,area,quartos,bairro
1800,1,58,2,8
1800,1,50,2,8
1800,4,96,2,8
1800,1,50,1,8
1800,1,35,1,8
1800,3,35,1,8
1800,3,30,1,8
1800,1,28,1,8
1800,1,28,1,8
1800,2,28,1,8
1800,1,27,1,8
1800,1,23,1,8
1800,3,23,1,8
1800,1,62,1,8
1800,2,40,1,8
1800,1,32,1,8
1800,1,45,1,8
1800,1,35,1,8
1800,1,35,1,8
1800,1,33,1,8
1800,3,30,1,8
1800,0,27,1,8
1800,2,40,1,8
1800,1,60,1,8
1800,2,34,1,8
1800,2,30,1,8
1800,1,30,1,8
1800,1,30,1,8
1800,3,28,1,8
1800,1,27,1,8
1800,1,27,1,9
1801,1,30,1,9
1850,1,69,3,9
1850,1,68,3,9
1850,1,66,2,9
1850,1,61,2,9
1850,1,60,2,9
1850,1,55,2,9
1850,1,55,2,9
1850,3,32,1,9
1850,1,52,1,9
1850,1,32,1,9
1850,2,30,1,9
1870,1,34,1,9
1890,1,72,3,9
1900,1,70,3,9
1900,4,70,3,9
1900,1,70,2,9
1900,1,48,2,9
1900,1,48,2,9
1900,1,70,2,9
1900,1,68,2,9
1900,1,70,2,9
1900,1,58,2,9
1900,1,62,2,9
1900,1,50,1,9
1900,1,32,1,9
1900,1,32,1,9
1900,3,30,1,9
1900,3,29,1,9
1900,1,75,1,9
1900,1,50,1,9
1900,3,42,1,9
1900,1,45,1,9
1900,1,30,1,9
1950,1,60,2,9
1950,1,56,2,9
1950,1,68,2,9
1950,1,55,2,9
1950,2,25,1,9
1950,1,60,1,9
1950,1,65,1,9
1950,1,65,1,10
1950,2,65,1,10
1950,1,58,1,10
1950,2,33,1,10
1950,1,26,1,10
1962,2,45,1,10
1971,1,27,1,10
1971,1,27,1,10
1990,1,89,3,10
1990,3,46,1,10
2000,1,72,3,10
2000,1,80,3,10
2000,1,84,3,10
2000,1,80,3,10
2000,1,68,3,10
2000,4,80,3,10
2000,1,83,2,10
2000,1,65,2,10
2000,1,60,2,10
2000,1,60,2,10
2000,1,63,2,10
2000,1,56,2,10
2000,1,55,2,10
2000,1,85,2,10
2000,1,68,2,10
2000,1,60,2,10
2000,1,60,2,11
2000,1,52,2,11
2000,1,50,2,11
2000,1,73,2,11
2000,4,45,2,11
2000,1,70,2,11
2000,1,40,1,11
2000,1,37,1,11
2000,3,33,1,11
2000,3,33,1,11
2000,1,32,1,11
2000,3,32,1,11
2000,1,40,1,11
2000,1,40,1,11
2000,1,44,1,11
2000,1,83,1,11
2000,1,45,1,11
2000,1,45,1,11
2000,2,30,1,11
2000,1,45,1,11
2000,1,35,1,11
2000,1,27,1,11
2050,1,61,2,11
2050,1,60,2,11
2100,1,82,3,11
2100,1,72,3,11
2100,1,97,3,11
2100,4,67,3,11
